0,nospec_no_specifier_test,1579080111,0
1,nospec_empty_string,1579080111,0
2,nospec_some_escaped_chars,1579080111,0
3,nospec_successive_5_5,1579080111,0
4,nospec_successive_2_9,1579080111,0
5,nospec_successive_8_3,1579080111,0
6,pct_basic,1579082351,0
7,pct_5w,0,1579082351
8,pct_5wlj,0,1579082351
9,pct_5wzp,0,1579082351
10,pct_5wljzp,0,1579082351
11,nocrash_nullspec_basic,1579080111,0
12,nocrash_nullspec_5w,1579080111,0
13,nocrash_nullspec_5wzp,1579080111,0
14,nocrash_nullspec_5wzplj,1579080111,0
15,nocrash_nullspec_5wlj,1579080111,0
16,s_basic_string_expansion,1579080163,0
17,s_only_string_expansion,1579080163,0
18,s_two_string_expansions,1579080163,0
19,s_two_string_expansions2,1579080163,0
20,s_empty_string_expansion,1579080163,0
21,s_full_then_empty_string,1579080163,0
22,s_empty_then_full_string,1579080163,0
23,s_three_strings,1579080163,0
24,s_space_padded_field_width,1579080163,0
25,s_space_padded_field_width2,1579080163,0
26,s_space_padded_over_field_width,1579080163,0
27,s_space_padded_field_width_lj,1579080163,0
28,s_space_padded_field_width2_lj,1579080163,0
29,s_space_padded_over_field_width_lj,1579080163,0
30,s_string_prec_notrunc,1579080163,0
31,s_string_prec_trunc,1579080163,0
32,s_string_prec_default,0,1579080163
33,s_string_prec_zero,1579080163,0
34,s_two_strings_prec_2trunc,1579080163,0
35,s_two_strings_prec_1trunc_a,1579080163,0
36,s_two_strings_prec_1trunc_b,1579080163,0
37,s_two_strings_prec_0trunc,1579080163,0
38,s_string_prec_width_notrunc,1579080163,0
39,s_string_prec_width_trunc,1579080163,0
40,s_string_prec_width_notrunc_lj,1579080163,0
41,s_string_prec_width_trunc_lj,1579080163,0
42,s_two_s_prec_width_2fit_0trunc,1579081389,0
43,s_two_s_prec_width_1fit_a_0trunc,1579081389,0
44,s_two_s_prec_width_1fit_b_0trunc,1579081389,0
45,s_two_s_prec_width_0fit_0trunc,1579081389,0
46,s_two_s_prec_width_2fit_1trunc_a,1579081389,0
47,s_two_s_prec_width_1fit_a_1trunc_a,1579081389,0
48,s_two_s_prec_width_1fit_b_1trunc_a,1579081389,0
49,s_two_s_prec_width_0fit_1trunc_a,1579081389,0
50,s_two_s_prec_width_2fit_1trunc_b,1579081389,0
51,s_two_s_prec_width_1fit_a_1trunc_b,1579081389,0
52,s_two_s_prec_width_1fit_b_1trunc_b,1579081389,0
53,s_two_s_prec_width_0fit_1trunc_b,1579081389,0
54,s_two_s_prec_width_2fit_2trunc,1579081389,0
55,s_two_s_prec_width_1fit_a_2trunc,1579081389,0
56,s_two_s_prec_width_1fit_b_2trunc,1579081389,0
57,s_two_s_prec_width_0fit_2trunc,1579081389,0
58,s_two_s_prec_width_2trunc,1579081389,0
59,s_two_strings_lj_and_rj,1579081389,0
60,s_two_strings_rj_and_lj,1579081389,0
61,s_null_basic_string_expansion,0,1579081389
62,s_null_only_string_expansion,0,1579081389
63,s_null_space_padded_field_width,0,1579081389
64,s_null_space_padded_over_field_width,0,1579081389
65,s_null_space_padded_field_width_lj,0,1579081389
66,s_null_space_padded_field_width2_lj,0,1579081389
67,s_null_space_padded_over_field_width_lj,0,1579081389
68,s_null_string_prec_notrunc,1579081389,0
69,s_null_string_prec_trunc,1579081389,0
70,s_null_string_prec_default,0,1579081389
71,s_null_string_prec_zero,1579081389,0
72,s_basic_s_hidden,1579081389,0
73,s_width_3_s_hidden,1579081389,0
74,s_width_9_s_hidden,1579081389,0
75,s_prec_no_width_s_hidden,0,1579081389
76,s_prec_9_no_width_s_hidden,1579081389,0
77,s_prec_03_no_width_s_hidden,1579081389,0
78,s_prec_09_no_width_s_hidden,1579081389,0
79,s_prec_03_no_width_s_null,0,1579081389
80,s_prec_09_no_width_s_null,0,1579081389
81,s_prec_00_no_width_s_nullchar,1579081389,0
82,s_prec_01_no_width_s_nullchar,1579081389,0
83,s_prec_03_no_width_s_nullchar,1579081389,0
84,s_prec_09_no_width_s_nullchar,1579081389,0
85,s_prec_0_width_3_s_hidden,0,1579080163
86,s_prec_0_width_10_s_hidden,0,1579080163
87,s_prec_0_width_3_s_null,0,1579080163
88,s_prec_0_width_10_s_null,0,1579080163
89,s_prec_0_width_1_s_nullchar,1579080163,0
90,s_prec_0_width_2_s_nullchar,1579080163,0
91,s_prec_0_width_9_s_nullchar,1579080163,0
92,s_prec_0_lj_width_3_s_hidden,0,1579080163
93,s_prec_0_lj_width_8_s_hidden,0,1579080163
94,s_prec_0_lj_width_3_s_null,0,1579080163
95,s_prec_0_lj_width_8_s_null,0,1579080163
96,s_prec_0_lj_width_1_s_nullchar,1579080163,0
97,s_prec_0_lj_width_2_s_nullchar,1579080163,0
98,s_prec_0_lj_width_6_s_nullchar,1579080163,0
99,s_prec_1_width_3_s_hidden,1579080163,0
100,s_prec_1_width_10_s_hidden,1579080163,0
101,s_prec_1_width_3_s_null,0,1579080163
102,s_prec_1_width_9_s_null,0,1579080163
103,s_prec_1_lj_width_3_s_hidden,1579080163,0
104,s_prec_1_lj_width_10_s_hidden,1579080163,0
105,s_prec_1_lj_width_3_s_null,0,1579080163
106,s_prec_1_lj_width_9_s_null,0,1579080163
107,s_prec_1_lj_width_3_s_nullchar,1579080163,0
108,s_prec_1_lj_width_6_s_nullchar,1579080163,0
109,s_prec_perfect_width_3_s_hidden,1579080163,0
110,s_prec_perfect_width_20_s_hidden,1579080163,0
111,s_prec_perfect_width_3_s_null,0,1579080163
112,s_prec_perfect_width_20_s_null,0,1579080163
113,s_prec_perfect_width_3_s_nullchar,1579080163,0
114,s_prec_perfect_width_6_s_nullchar,1579080163,0
115,s_prec_perfect_lj_width_3_s_hidden,1579080163,0
116,s_prec_perfect_lj_width_20_s_hidden,1579080163,0
117,s_prec_8_lj_width_3_s_hidden,1579080163,0
118,s_prec_8_lj_width_10_s_hidden,1579080163,0
119,s_prec_8_lj_width_3_s_null,0,1579080163
120,s_prec_8_lj_width_10_s_null,0,1579080163
121,s_prec_00_lj_s_hidden_trunc,1579080163,0
122,s_prec_09_lj_s_hidden_notrunc,1579080163,0
161,i_basic_i_pos,1579089006,0
162,i_basic_i_neg,1579089006,0
163,i_basic_i_zero,1579089006,0
164,i_basic_i_onlypos,1579089006,0
165,i_basic_i_onlyneg,1579089006,0
166,i_basic_i_onlyzero,1579089006,0
167,d_basic_pos,1579088992,1579086048
168,d_basic_neg,1579088992,1579086048
169,d_basic_zero,1579088992,1579086048
170,i_intmax,1579089006,0
171,i_intmin,1579089006,0
172,i_as_pos,1579089006,0
173,i_as_neg,1579089006,0
174,i_intmax_as,1579089006,0
175,i_width_pos_fits,1579089006,0
176,i_width_neg_fits,1579089006,0
177,i_width_zero_fits,1579089006,0
178,i_width_pos_exactfit,1579089006,0
179,i_width_neg_exactfit,1579089006,0
180,i_width_pos_nofit,1579089006,0
181,i_width_neg_nofit,1579089006,0
182,i_width_pos_fits_lj,1579089006,0
183,i_width_neg_fits_lj,1579089006,0
184,i_width_zero_fits_lj,1579089006,0
185,i_width_pos_exactfit_lj,1579089006,0
186,i_width_neg_exactfit_lj,1579089006,0
187,i_width_pos_nofit_lj,1579089006,0
188,i_width_neg_nofit_lj,1579089006,0
189,i_width_as_pos,1579089006,0
190,i_width_as_zero,1579089006,0
191,i_width_intmax_as,1579089006,0
192,i_prec_fits_pos,1579089006,0
193,i_prec_fits_neg,1579089006,0
194,i_prec_fits_zero,1579089006,0
195,i_prec_exactfit_pos,1579089006,0
196,i_prec_exactfit_neg,1579089006,0
197,i_prec_nofit_pos,1579089006,0
198,i_prec_nofit_neg,1579089006,0
199,i_prec_as_pos,1579089006,0
200,i_prec_as_neg,1579089006,0
201,i_prec_as_pos_nofit,1579089006,0
202,i_zp_pos_fits,1579089006,0
203,i_zp_neg_fits,1579089006,0
204,i_zp_zero_fits,1579089006,0
205,i_zp_pos_exactfit,1579089006,0
206,i_zp_neg_exactfit,1579089006,0
207,i_zp_neg_minus1fit,1579089006,0
208,i_zp_as_fits,1579089006,0
209,i_zp_as_zero,1579089006,0
210,i_prec_width_fit_fit_pos,1579089006,0
211,i_prec_width_fit_fit_neg,1579089006,0
212,i_prec_width_fit_fit_zero,1579089006,0
213,i_prec_width_nofit_fit_pos,1579089006,0
214,i_prec_width_nofit_fit_neg,1579089006,0
215,i_prec_width_fit_nofit_pos,1579089006,0
216,i_prec_width_fit_nofit_neg,1579089006,0
217,i_prec_width_nofit_nofit_pos,1579089006,0
218,i_prec_width_nofit_nofit_neg,1579089006,0
219,i_prec_width_fit_fit_pos_lj,1579089006,0
220,i_prec_width_fit_fit_neg_lj,1579089006,0
221,i_prec_width_fit_fit_zero_lj,1579089006,0
222,i_prec_width_nofit_fit_pos_lj,1579089006,0
223,i_prec_width_nofit_fit_neg_lj,1579089006,0
224,i_prec_width_fit_nofit_pos_lj,1579089006,0
225,i_prec_width_fit_nofit_neg_lj,1579089006,0
226,i_prec_width_nofit_nofit_pos_lj,1579089006,0
227,i_prec_width_nofit_nofit_neg_lj,1579089006,0
228,i_prec_width_fit_fit_pos_as,1579089006,0
229,i_prec_width_fit_fit_neg_as,1579089006,0
230,i_prec_width_fit_fit_zero_as,1579089006,0
231,i_prec_width_nofit_fit_pos_as,1579089006,0
232,i_prec_width_nofit_fit_neg_as,1579089006,0
233,i_prec_width_fit_nofit_pos_as,1579089006,0
234,i_prec_width_fit_nofit_neg_as,1579089006,0
235,i_prec_width_nofit_nofit_pos_as,1579089006,0
236,i_prec_width_nofit_nofit_neg_as,1579089006,0
237,i_prec_width_fit_fit_pos_ljas,1579089006,0
238,i_prec_width_fit_fit_neg_ljas,1579089006,0
239,i_prec_width_fit_fit_zero_ljas,1579089006,0
240,i_prec_width_nofit_fit_pos_ljas,1579089006,0
241,i_prec_width_nofit_fit_neg_ljas,1579089006,0
242,i_prec_width_fit_nofit_pos_ljas,1579089006,0
243,i_prec_width_fit_nofit_neg_ljas,1579089006,0
244,i_prec_width_nofit_nofit_pos_ljas,1579089006,0
245,i_prec_width_nofit_nofit_neg_ljas,1579089006,0
246,i_prec_width_ff_pos_zp,1579089006,0
247,i_prec_width_ff_neg_zp,1579089006,0
248,i_prec_width_ff_zero_zp,1579089006,0
249,i_prec_width_nf_pos_zp,1579089006,0
250,i_prec_width_nf_neg_zp,1579089006,0
251,i_prec_width_fn_pos_zp,1579089006,0
252,i_prec_width_fn_neg_zp,1579089006,0
253,i_prec_width_nn_pos_zp,1579089006,0
254,i_prec_width_nn_neg_zp,1579089006,0
255,i_prec_width_ff_pos_lj_zp_ignoreflag,1579089006,0
256,i_prec_width_ff_neg_ljzp_ignoreflag,1579089006,0
257,i_prec_width_ff_zero_ljzp_ignoreflag,1579089006,0
258,i_prec_width_nf_pos_ljzp_ignoreflag,1579089006,0
259,i_prec_width_nf_neg_ljzp_ignoreflag,1579089006,0
260,i_prec_width_fn_pos_ljzp_ignoreflag,1579089006,0
